start	end	text
3117622	3133087	that in some places some are saying well the protection between quotes that we are having from countries that do have nuclear weapons perhaps is not rock solid as we thought it was so shouldn't we
3134067	3135388	have nuclear weapons.
3135568	3157098	And believe you me, although we have a few countries, nine, having nuclear weapons, the world with the degree of conflictivity that we are having, and you are quoting the number of conflicts with 20, 25 of 37 countries with nuclear weapons, would be very, very dangerous indeed.
3158042	3158982	Thank you for that message.
3159482	3164724	Now, Rebecca, a secretary general can, of course, act quietly behind the scenes.
3164764	3166805	You know, quiet diplomacy is truly powerful.
3167285	3169745	Or, of course, they could be acting very publicly.
3169986	3173667	So an easy question, but potentially a complex one for you.
3174407	3178328	What kind of diplomacy will you rely on most as secretary general?
3179493	3180554	No, thank you very much.
3181194	3196645	Let me first say that I have proposed the need to restructure the Office of the Secretary General precisely because I think that you cannot outsource mediation and you cannot outsource active diplomacy.
3197285	3206832	The Secretary General has to have the capacities in the Office of the Secretary General to be able to be active, to be present, to be visible, and to be effective.
3207232	3208493	So, first point.
3209133	3210574	Second point, it depends.
3211134	3213015	Let me give you two examples.
3213035	3223680	In Sudan right now, what we need to do is to put the spotlight in Sudan, because we know that what we see, we saw in Al-Fasher can happen again.
3224520	3226302	So what we need is to be visible.
3226362	3228184	What we need is to be outspoken.
3228244	3233288	What we need is to call for the attention on what is happening in Sudan.
3233589	3237092	We need to call for a humanitarian ceasefire immediately.
3237552	3244299	And the UN should be an actor that will allow more coordination in the different tracks.
3244839	3248182	that are today in negotiating.
3248242	3251125	So there are many tracks of negotiation.
3251425	3252646	There is no coordination.
3253046	3255349	So we need to call it out.
3256430	3269782	But, for example, in the Black Sea Initiative that, as you know, I negotiated with Russia, with Ukraine, and with Turkey, precisely for that problem, we needed quiet diplomacy.
3270462	3279875	We needed a diplomacy that first was able to talk to the actors, see what were the possibilities, and act accordingly.
3280275	3286644	So in that case, quiet diplomacy was necessary, much more discrete.
3287004	3304868	diplomacy, to be able to have a text to negotiate without exposing anybody and do that in a context where we were not ending the war, but we were avoiding a world food crisis within a war.
3305308	3311530	So we were able to get an agreement because quiet diplomacy was the way to go.
3311850	3319252	So a combination of both, and as you mentioned, the Black Sea Initiative, where, of course, Ukrainian grain was available to move again to the rest of the world.
3319692	3322513	Carolyn, you know, Rebecca just mentioned Sudan.
3322853	3332955	We know that conflicts in those places, Sudan, Myanmar, this region, and many others, of course, tend to fade from international headlines.
3333475	3335996	They don't get the international attention required.
3336376	3341577	So how would you ensure that long-running crises are not forgotten?
3343998	3346159	I think there are several ways we can do this.
3346779	3359625	One of the things that I've noticed is that while we may have a lot of discussions in the UN on a particular crisis, the media chooses which of these crises they want to highlight.
3360085	3364447	And there are two or three of them that will be in the headlines all the time.
3365227	3374054	And so I think that we have to find better ways, the Secretary General in particular, to communicate, to communicate what is happening out there.
3374675	3380900	Because as we have seen in recent times, there's nothing like a frozen crisis any day one.
3381560	3385004	can just come at it at the top of the agenda.
3385665	3389830	And so communication, I think, it's very, very important to do that.
3390151	3392814	But not only the Secretary General.
3393174	3397319	We have all 193 member states represented at the UN.
3398020	3406862	And I think that discussion with member states, whether it's in smaller groups, a crisis from a particular area, discussing with them.
3407303	3413404	And I've seen member states use the platforms at the UN as well to promote different issues.
3413664	3426288	And this is one way I think we can work together, the Secretary General and member states, to keep these, I wouldn't call them forgotten, but those that do not get the kind of global attention that they need.
3426888	3439196	But I'm also conscious that there are times when you have to choose whether you're going to make a public statement or you're going to do things quietly to allow for solutions to progress.
3439776	3452864	And I think one has to discern when that is necessary because I've also seen cases where when you come out too quickly with a public statement, you remove yourself from being part of the solution as Secretary General.
3453364	3455486	And so, as I said, discernment,
3456266	3461389	versatility and knowing which of the options you should choose for each one.
3462370	3463530	Good response, thank you.
3463630	3465271	And within two minutes too, excellent.
3466052	3475417	Now moving to another question and again reflecting on what Secretary General Ban Ki-moon said earlier, you know, the role of the Secretary General is so difficult.
3475517	3479800	It's an unenviable role and he doesn't envy you guys for going up for it.
3480500	3484903	There's so many difficult choices that the Secretary General has to make for the UN.
3485843	3491009	So how would you choose to invest the political energy?
3491450	3499740	Which crises do you think will deserve the UN's immediate attention and resources once you take office?
3502774	3520114	The first ever is to give a certain hierarchy among these different crises, because there are so many crises that threaten the peace and that requires our whole attention, and every crisis
3522635	3530259	that makes human suffer and that has an impact on the economic world is important.
3530299	3533840	So we should not rank different crises.
3534501	3547627	And, for example, the war in Sudan where several thousand, hundreds of millions of people die and who become refugees who suffer in
3548047	3550870	extreme conditions that should not be forgotten.
3550890	3556815	And all these crises all over the world are important.
3556956	3564002	Of course, there are crises that are bigger in, for example, the crisis in Israel.
3565944	3567785	and also the Hormuz Strait.
3568625	3583410	Those are big crises that have a big consequence on the global economic environment, of course, and we can think about the Russia-Ukraine crisis and different climate change.
3584430	3599474	We can think about bigger crises that also get a lot of attention from the media, but we should use all our diplomatic network and all our resources to prevent these conflicts and crises.
3599494	3605896	And this is the work that the Secretary General has to do, and it's the work of the UN.
3606256	3611597	So therefore, we have to rebuild the trust between the member states of the UN.
3613539	3629593	And we have to build the trust so that we can, in a responsible manner, fight against this crisis and to bring our whole world towards a future that is more stable.
3631384	3632124	Thank you for that.
3632585	3639327	Yes, absolutely, having to allocate all those resources to every crisis in the world is a difficult one, and rebuilding trust.
3639747	3647730	And speaking of rebuilding trust, we're moving on to our final theme, and that is, of course, the reason why we have so many young people amongst us in the audience.
3647850	3660394	It's about, of course, coming up with issues at the UN and elsewhere around technology, around development, around climate, that will impact not only the world, but
3660774	3668721	future generations, and this is why it's so important to be a part of this conversation that includes the young.
3670002	3679289	So Maria Fernanda Espinosa, young people are not only demanding change from outside the UN, many are already working from within the system.
3679790	3684834	How would you ensure that younger staff have a stronger voice in shaping the UN's future?
3688423	3693846	Well, I think I try to move away from the tokenistic approach.
3694006	3696747	Yes, young people should participate.
3697247	3699008	They should be part of the solution.
3699629	3705492	My experience shows me that the most efficient teams are intergenerational teams.
3706752	3713755	to combine wisdom, institutional memory with innovation and cutting-edge knowledge.
3714195	3719837	So the way you build your teams has to be intergenerational.
3719877	3725739	Number two, younger staff members should not inherit UN as it is.
3726179	3731341	They should be part of the new design and the constant reform of the organization.
3731861	3739047	Number three, they should receive what they need in terms of a career development plan.
3739087	3742409	This looks like common sense, but it doesn't happen.
3743110	3757661	A career development plan, a skills development plan, to make sure that they are going to be fit for the role they're going to play and to really be committed with a high morale and with a sense of mission.
3758101	3759522	And I think that goes
3760783	3766486	you know, well with the UN staff, because they are the most qualified and the most committed.
3766926	3772609	And I think we need the human talent of the UN, and of course, young human talent.
3772949	3776051	Believe me, it's not an issue of looking good or of optics.
3776511	3783034	It is that intergenerational teams are more impactful and provide better results.
3783094	3789758	So of course, my team, when Secretary General, my own team and my own office,
3790178	3792059	is going to be intergenerational.
3792379	3797381	If you look at my team now, most of my advisors are under 30.
3797801	3799802	And one is standing over there, actually.
3800542	3801543	They are below 30.
3801583	3809586	So I fully trust the creativity, the innovation, the wisdom, the transformational capacity of younger generations.
3809987	3810767	Wonderfully said.
3810807	3813288	And of course, if any of you are looking to join, there you go.
3813308	3815569	You can look in your cabinet if you do get the role.
3817490	3823493	Of course, some young people, and we've been talking a lot about this, they've lost their trust in institutions like the UN.
3823914	3830357	How would you rebuild trust and give young people a real crucial role in the organization?
3830937	3833799	First of all, they need to understand what's going on, because they don't.
3834479	3835380	And I don't blame them.
3836798	3846506	As a father of eight young adults and one teenager, I can tell you that the UN does not exist in their world.
3846826	3848388	They don't care about the UN.
3848408	3851050	And the UN basically does not care for them.
3851530	3853432	For everything we can say, all these phrases.
3853632	3855593	you were saying, you know, we have all these slogans.
3857795	3865420	The younger generations either don't understand, don't see the UN or don't care.
3865800	3868882	And so we should ask ourselves the tough questions.
3869642	3870823	Why is this?
3872144	3876527	One very important aspect, I believe, is also communication.
3877047	3881170	And I don't think we communicate because there are things that are important
3881610	3894136	for the younger generations that need to be transmitted, that they are transmitting in a very poor way, in a way that does not resonate and not through the channels that they use these days.
3894396	3901139	So this is, as a communicator yourself, this is a very, very important aspect, how we tell the story.
3903861	3910785	I don't believe that the issues of youth are solved with the creation of offices in the United Nations.
3911245	3915168	I don't think that is the way that doesn't move the needle.
3917750	3920672	Policies and good policies are by definition
3921432	3922833	for the younger generation.
3922853	3931138	When we are looking at the SDGs that Secretary Ban Ki-moon left us, who are these for?
3931719	3939884	I mean, when we talk about getting rid of nuclear weapons or preventing nuclear weapons or solving issues related to hunger or poverty or health,
3940324	3943307	we are doing this for the younger generation.
3943607	3954518	So I believe that trust is going to be rebuilt quite spontaneously the day they see that the UN is really solving issues and they understand how this is done.
3955361	3963166	Absolutely, and I hope that once you, and if you become Secretary General, your eight children will start to pay attention to what happens at the UN.
3963687	3971672	Now, Rebecca, for many young people, of course, one of the key themes we've been talking about for this entire Jeju forum is multilateralism.
3972012	3980158	So how would you convince young people that multilateralism truly matters and the UN truly matters in their daily lives?
3981798	3996359	Well, first of all, I will agree that we will rebuild their trust and we will convince them that multilateralism is important and what we do is important if we address the problem that they really face today.
3997781	3999422	They are worried about their jobs.
3999602	4001623	They are worried about quality jobs.
4001863	4009986	One in five young people today in the world have informal jobs, not quality jobs.
4010346	4011567	They are not in training.
4011667	4013148	They are not in education.
4013668	4017049	So they want to see us solving that problem.
4017089	4025953	They want to see us solving the problems of war that are displacing them from their own homes, from their own families.
4026313	4030914	So I agree that the first thing is to address the problems that they face.
4031814	4038696	But we also have this problem in the UN and, you know, we have a problem.
4042056	4050218	I ask you, do you know what is the percentage of people under 30 in the UN staff?
4052983	4056807	I guess four percent.
4057268	4057948	Four percent.
4058829	4066297	We have closed the doors of the UN to young people and I think that that is our first task.
4066698	4069221	We need to open the doors again for them.
4069601	4072104	They cannot even apply for the jobs.
4072504	4085498	You know, even the first entry point to the UN has been really almost non-existent in the last period because of financial problems.
4086038	4094748	So the exams for the underrepresented countries where the young people can come to the UN has not even take place.
4095348	4106923	So let's open the doors of the UN for young people, for them to be part of the stuff, part of the innovation, part of the idea, part of what we do every day.
4107243	4108665	So they will change the world.
4109066	4109647	Absolutely.
4109687	4111729	And of course, yes, applause, please.
4112730	4118393	And we need to raise that dismally low statistic, 4% of young people at the UN.
4118913	4122595	Now, Carolyn, of course, young people stand to benefit enormously.
4122635	4124656	In fact, we all do, from AI.
4124716	4127517	This is something that we've talked about a lot at this forum as well.
4127858	4129999	And responsible AI in particular.
4130019	4132600	But of course, young people could also not benefit
4132800	4133780	fit from AI.
4133800	4138582	There are so many jobs that may be of course non-existence for them in the future.
4138642	4145785	So how would you ensure that young voices will help shape the rules on artificial intelligence?
4147866	4148266	Thank you.
4149772	4154175	I think that there are different ways that we can do this.
4154195	4160479	And just to come back to the point made earlier, I think there are two ways that we should engage young people.
4160619	4170305	One is getting young people in the UN system, but also in all of the processes that the UN is involved in, young people must be consulted.
4170965	4178710	So as shapers and also as contributors to policies that the UN is involved in.
4179630	4191642	I was involved, and I know Rafael says he doesn't like the creation of offices, but I was one of the co-facilitators that facilitated the process to establish the youth office.
4192418	4194079	of the UN.
4194099	4197541	And we had a consultation in Zoom.
4197701	4210448	350 young people signed in from all over the world and contributed to that process and shaped that process and demanded that the head of that office is not older than 35 years old.
4210768	4212789	So that was one very good example.
4213429	4217472	In the AI governance, again, we must involve them because I think
4218612	4220113	not as onlookers only.
4220753	4228736	They're the ones, I think, that are more prone to using the technology and showing us how this could be beneficial for our world.
4229076	4236059	The older ones are sometimes a bit hesitant about new technology, but I think young people, they're able to tell us.
4236919	4244404	And one thing I've noticed in my time, and I'm still not so old, it would take 10 years to accumulate a certain amount of knowledge.
4244684	4246665	That now is in the hands of young people.
4247126	4249767	And I think they're good at analysis as well.
4250328	4260394	And so I agree that we shouldn't be tokenistic toward young people, as Maria said, and involve them fully in the AI governance discussion.
4260694	4265157	And I know that that discussion is a difficult one, but we must have young people in that as well.
4265777	4266777	Thank you for that.
4267538	4280361	Now, President Makisal, with 2030 approaching, we know that will be the end of the Sustainable Development Goals and we know they will remain off track by the time we hit that target.
4280781	4289763	So what would come after the SDGs and what should the central priority of the next global development agenda be?
4294463	4299205	Thank you very much.
4299385	4316389	After the MDGs, we followed them with the SDGs and also to fight against poverty and to protect the planet and, of course, the environment.
4316749	4321730	However, nowadays, the question that we have to ask ourselves is what are the challenges
4322310	4323610	after 2030.
4323731	4333293	I think that the challenges we will be facing after 2030 is resilience, mostly.
4334854	4344117	Resilience facing shocks that are becoming more frequent, climatic shocks, also sanitary
4345359	4354529	Shocks, especially after the pandemic, shocks because of the lack of financing, because of the lack of opportunities.
4355110	4357673	How can we organize this resilience?
4357833	4360596	How can we build this resilience?
4360696	4365882	I believe that we need to put in place a global consortium
4368463	4387548	so that we can go above and beyond the 2030 agenda in order to bring about the righteous answers, also in terms of financing for developing countries
4390090	4403242	And also, that way, with all other countries and member states, after 2030, we'll be able to set new goals and go towards them.
4405731	4411334	If I had one more minute talking about youth, I could talk about two things.
4411474	4420679	First of all, the organization that is the United Nations has to open more channels and give more opportunities to the youth.
4420699	4425662	But most important, among all the human beings, the population
4426742	4434028	that we have on our planet, about one third of them do not have the adequate education.
4434648	4440192	So we have to take care of the jobs for our young people.
4440212	4441053	Thank you for that.
4441113	4449359	Yes, absolutely, because the SDGs are so fundamental for the world that we create, that the world that the future generations will inherit.
4449780	4453742	And speaking about those future generations, we have them here in the audience.
4454563	4460687	We can now move to the questions that some of them are posing to the future Secretary-General.
4460787	4471074	So let me now go to our first question, which comes from Choi Hyerin, a bachelor's graduate from Jeju Halla University.
4472075	4473896	Hyerin, I believe you're here somewhere.
4474797	4480461	Can we have the microphone for you and can you pose your question to the candidates, please?
4484285	4485447	Yes, do we have a microphone?
4487972	4488873	I believe I see you there.
4488913	4489374	Is that you?
4489495	4490216	Yes, perfect.
4490276	4491939	Can somebody get her a microphone, please?
4495365	4495946	Can somebody there?
4496227	4496667	Thank you.
4497921	4499642	Thank you for this opportunity.
4500703	4513309	As a young entrepreneur in the cultural and creative sector, I frequently see how culture bridges divides far more easily than traditional politics.
4513850	4521794	So given today's intense geopolitical fragmentation, how would you as Secretary General
4522194	4537438	strategically use the cultural and creative industries as a tool to rebuild trust between conflicting nations and revitalize multilateralism from the ground up.
4537918	4538438	Thank you.
4539358	4540138	Thank you, Hyerin.
4540218	4543119	And this is, of course, open to all of you who would like to respond.
4543919	4545679	Yes, Maria, followed by Rebecca.
4546920	4547780	Maria, you start first.
4548615	4548895	Okay.
4549796	4553699	Well, first of all, thank you for that very important question.
4553899	4557142	Sometimes people say that culture is soft power.
4558363	4570312	I think culture and intercultural dialogue and the possibility of understanding the diversity of perspectives should be the hardcore of diplomacy and dialogue.
4570632	4572373	So it's extremely important.
4573254	4577818	Believe me, when I was president of the General Assembly, the day I think I was the most
4578518	4583085	popular is when I invited BTS to join me.
4583706	4594562	The K-pop culture of Korea has gone all over the world and brought a mutual understanding, energy, the ability
4595002	4615651	to speak to different cultures, not to speak about Korean series, which are at the heart of my own family household, but to say that a culture builds bridges is the hardcore, not the soft power, but the strong power of diplomacy and mutual understanding.
4615771	4618572	The role of UNESCO is absolutely critical
4619372	4627982	And as Secretary General, I will ensure that intercultural dialogue, that culture itself is at the center of the work we do.
4628781	4629441	Absolutely.
4629501	4631782	And who can beat Korean culture, right?
4631822	4634263	Demon hunters, BTS, you name it.
4635023	4635403	Rebecca?
4636543	4640904	Can I just make the comment that I am freezing here?
4640924	4643065	Not great for climate change.
4643865	4644685	No, no, no, no.
4644705	4650227	It's because we women have a lower blood pressure, you know?
4650247	4654048	So the problem is who controls the air conditioning?
4655729	4658330	Please, can we bring the temperature up, please?
4662113	4665135	Let me just go to the question of the young lady.
4667196	4680625	Let me first say that I was really glad about your question because when I reformed ANTAT, we created a special department on creative industries.
4681928	4693650	And I think that this is a very powerful tool, not only to maintain culture, but to allow all the workers in the cultural space to really make a living.
4694231	4696231	And it's very important for small countries.
4696311	4699992	It's very important for the islands, for example.
4701092	4706073	And really, creative industries are a huge part of the economy.
4706633	4721499	but it's not accounted for, it's not measured, and so many times we don't take the right decisions and the right policies with respect to supporting the cultural workers and the cultural actors in the country.
4722019	4731543	My second point, and I will completely agree with Maria on this, is that really culture allows us to share humanity.
4732063	4754949	Yes, is really a space where we can understand each other, we can communicate, we can exchange, and we can do something that is very central to peace, that is allow for inclusive identities, to bring to your own identity many of the other expressions in the other cultures.
4755069	4760790	So, really great, and thank you, thank you for bringing that to the floor.
4761430	4766991	We'll move to our next question and I have to say creative industries, as you say, intangible benefits of creative industries.
4767051	4772912	I'm a chancellor of a university that celebrates creative industries, so very, very excited about the potential for that.
4773353	4775413	Next up we have Musa Elhem.
4775453	4779554	Musa is a master's student from Sungkyunkwan University.
4779594	4784115	You have a question and I hope we can get the mic to you quickly because we are running out of time.
4784335	4784655	Musa.
4787853	4793939	Trust in multilateral institutions is declining, especially among young generation.
4794279	4805509	So my question is, what is the first concrete change you would make as a secretary general in your first year to make them believe that the UN works for them?
4807191	4807691	Absolutely.
4808071	4810754	Let's start with you, Carolyn, followed by Magiselle.
4811835	4813156	Thank you for that question.
4813236	4814077	And I think that
4815625	4824184	We have failed you, actually, and all the young people in not telling the story of the UN and the achievements of the UN.
4825149	4832252	Many do not know that when they fly in an aeroplane, that the rules of the sky, the UN is involved in that.
4833093	4836974	That the food standards that we set, that it is the UN there.
4837495	4842517	That the first responders sometimes in the humanitarian field, it's the UN there.
4843097	4848200	That the children and the improvement in education for them, that it was the UN there as well.
4848620	4850881	And so we have failed in communicating that.
4851401	4852722	And as we're in the 80th year,
4853682	4857167	The people who witnessed war back then, they have passed on.
4857788	4868081	And so I think communication is important in terms of what the UN has done, but also in terms of the challenges we face and the solutions as well.
4868962	4872705	and how young people can be involved in those solutions.
4873205	4883352	Because one of the things that is overlooked sometimes is that the UN is the place where we set the norms of the world that we all agree to live by.
4883912	4886995	And the UN is irreplaceable in that respect.
4887155	4890137	There's no other organization that can do that.
4890577	4899342	And so I think communication is important for us to make you believe in multilateralism, but also for you to choose diplomacy.
4899862	4900402	Thank you.
4900702	4904324	Macky.
4904624	4909947	In fact, we do have a communication issue with the youth, with the young people.
4910347	4914850	However, the UN for the last 80 years did a lot
4917278	4925201	Without the actions of the UN, I believe that the wars would be even more devastating.
4926042	4934125	I believe that we were able to avoid a lot of conflicts and a lot of wars because of the work that we made at the UN.
4934485	4938807	And every time we discuss an issue,
4940428	4944731	at the UN, it is because we want the humanity to advance.
4944831	4957920	Every time we develop a vaccine, it's for the health of the world, and it is for the young people, the young people that communicate and live throughout social media and also very new phenomena.
4958421	4966807	And I believe that the institutional classic and also very old and demoted communication has to change.
4967747	4981627	And I believe that what UN does is actually for the purpose and for the future of the new generation, except that we need to communicate that by language that the young people understand.
4982408	4983288	Education is key.
4983328	4985529	We need to earn the trust of the young people.
4986189	4992151	We quickly have two last questions from the young people in the audience, and then, of course, we are going to have to wrap up with the concluding remarks.
4992451	4999233	I'm going to go now to Duggajin Osmanaj, who's a prospective graduate student from Songkyun Kwan University.
4999293	5000974	Duggajin, you have a question?
5002455	5002675	Yes.
5003215	5003675	Thank you.
5005008	5012412	The 2020s have shown that we live in a time when wars are becoming more frequent and international norms are being increasingly challenged.
5013292	5015894	This decade can also be called the decade of AI.
5016414	5029400	So my question is just simply, do you think AI can positively aid the UN, stopping conflicts from escalating, and if so, how?
5030522	5031502	OK, who would like to take that?
5031542	5033523	Rafael, would you like to mention that?
5033963	5035844	It can, and it can bring problems.
5035904	5037385	I mean, it's a double-edged sword.
5037545	5041507	I think it is very clear that AI is already in our lives.
5041587	5044628	We talk about it as it was something that is coming.
5045248	5047149	It's already in everything we do.
5047609	5053552	There are debates within the UN and international organisations as to how to
5054852	5056133	govern it or control it.
5057513	5068898	And there are already, from the supply side, groupings that have already been established among the companies or
5070859	5077646	producers of rare earths or cutting-edge technologies that are already organized.
5078046	5086294	I think we have to be prudent in this area to make sure that we strike the right balance.
5087375	5100796	between having the dynamism that is going to be helping economies, is going to be helping education, innovation and so forth.
5102238	5113224	at the same time avoiding excesses and the absence of the human in the loop factor, which is at the end of the day what we need.
5115245	5125590	Some people have referred to even the possibility of having an IEA for AI, which may sound flattering, but I don't agree.
5126250	5128151	contrary to what people may believe.
5128171	5142377	I think the algorithmic dimension is rather different from an area where you have nuclear material accountability and facilities that can be inspected.
5142397	5151241	We have to be, I think, prudent in believing that we can have systems of control that are really effective.
5151341	5152522	Having an illusion
5153222	5157226	of verification is worse than having none at all.
5157847	5158528	Thank you for that.
5158768	5160770	Now I'm just going to move on to the last two questions.
5160790	5162191	They're both from Siu Yongs.
5162392	5169839	So we have Siu Yong Choi, undergraduate student, Jeju National University, and Siu Yong Yang, undergraduate student from Jeju National University.
5170059	5174844	If you can both identify yourself, let's start with Siu Yong Choi first.
5174904	5175285	Thank you.
5175816	5177797	Yeah, thank you for the introduction.
5177817	5179558	It's a pleasure to be here.
5180158	5194405	My question is among the many global challenges we face today and what do you think is the most overlooked issues that young people should pay more attention to?
5194745	5195185	Thank you.
5195525	5196525	Thank you, Siu-Yong Choi.
5196566	5201588	Let's get the question from Siu-Yong Yan, who is also here, and that's about the SDGs.
5201608	5202388	Let's hear that question.
5202408	5206190	We'll take both those questions and then, of course, finally conclude with your responses.
5207570	5209131	Siu-Yong Yang, are you here?
5209271	5209851	Ah, there you are.
5210932	5211272	Go ahead.
5214068	5225498	Well, Mr. Micusel already got the similar question, but as the SDGs are set to conclude in 2030, I'm curious about your vision for the future.
5226079	5233766	So my question is, what values do you believe should guide the next generation of the global development agenda?
5234285	5246098	And if you could give a name to the post 2030 development goals like MDGs or SDGs, what would it be and what do you think should be the most important priority?
5247150	5248571	Thank you to both this year youngs.
5248611	5249432	Who would like to respond?
5249472	5250272	There are two questions.
5250453	5254636	One about the issues that have been overlooked that the young generation should pay attention to.
5254956	5259680	And the second one, what's going to succeed the Sustainable Development Goals?
5260680	5266845	Rebecca, I believe you put up, and Marcel and Maria, and let's do it quickly so we can get to our concluding statements.
5266945	5267306	Thank you.
5268006	5282384	Let me take the second question and say that I think that the MDGs and the SDGs have been very important, but let's remember that the date of 2030 is arbitrary.
5282985	5290690	And if we look at the SDGs, only 18% is in track to be complied by 2030.
5291070	5293812	So the agenda won't be finished by 2030.
5294733	5297595	So I think that the priority
5298135	5313794	has to be to support countries that want to continue with the SDGs because they have not been a reality in their countries yet to be able to comply, to implement the agenda that continues to be an important agenda.
5314435	5319578	And my second point is that we have to go beyond GDP.
5320179	5323981	So it's a matter also of how we measure development.
5324081	5329325	And I am an economist, so it's rare for an economist to say GDP doesn't tell you the story.
5329905	5337868	we have to measure well development so we can take the right policy decisions that will benefit people.
5338068	5339569	So these are my two points.
5339769	5340770	Thank you for those two points.
5340830	5342110	I've just been informed.
5342130	5343291	We've only got three minutes left.
5343351	5346892	I'm sorry, I thought we had extended the session, but we only have three minutes.
5346912	5353355	So let's just get another quick response from, I believe, Macky Sal, and then I'm going to start with the concluding sentiments at the end.
5354035	5354235	Yes.
5354976	5355436	Very good.
5356968	5357548	Very well.
5359730	5377059	So regarding the questions about the overlooked issues that young people should pay more attention to, I think not only the young people but also the governments, the public powers, and the universal organization that is the United Nations.
5377399	5390827	I believe that the issue of education is a fundamental issue, which is a transcendental issue, and it allows us to comprehend the entire issue of artificial intelligence.
5391187	5394229	We knew the digital divide at the beginning of the year 2000.
5395890	5405597	Nowadays, because we had a paradigm shift regarding education, Asian countries are showing us the way.
5405977	5415924	After the Second World War, all the Asian countries changed the paradigm in their education, which made them able to become developed countries.
5416704	5424870	And that is why those challenges of education will ensure the future of the younger generation to give jobs and to give
5425330	5426330	Thank you, merci.
5426370	5429151	That's right, education and of course Asia leading the way there.
5429551	5439954	Now we have concluding statements and I should say that there was a lottery draw that was conducted before our session here on stage so that you could all have your concluding statements.
5440354	5441955	They were meant to be 90 seconds.
5442095	5443615	I don't know if we've got 90 seconds.
5443655	5447296	Do we have 90 seconds for each individual for their concluding statements still?
5448694	5449334	I hope we do.
5449354	5451155	OK, so let's start.
5451736	5455077	The draw was won first speaker, Rebecca.
5455418	5456758	So let's go with you, Rebecca.
5457799	5458139	Thank you.
5459896	5487932	Well, I have to say that I am running because I care, because I think we can be better, because I believe in the principles and the charter of the UN, because I think I am the best candidate, and because the story of my family have taught me what war takes away from you and what peace can give you back.
5489033	5495281	So my life and the story of my life has gone through these three pillars of the UN.
5495582	5502991	I wouldn't be here if I didn't believe on peace, on development, and in human rights.
5503251	5505154	That's the story of my family.
5505214	5507236	That's the story of myself.
5507817	5508798	I've been in government.
5509398	5515122	I've been the coordinator of the social and economic sectors in my country.
5516043	5523648	I know what it is to take decisions under pressure in very difficult circumstances with a lot of financial constraints.
5524348	5527170	So I want to do that for the UN.
5527550	5530953	I think I can really drive the UN to be better.
5531673	5549361	to be relevant, to do, to refocus, to be successful, and that I can bridge between countries and people to reach the consensus and the trust needed for that to happen.
5549941	5551042	Thank you.
5551762	5555685	skepticism is okay, fatalism is not acceptable.
5556165	5560168	We have to have hope in the future and I think that I can do that.
5560508	5561749	Great concluding statement.
5561849	5562650	Next up, Maria.
5563690	5569434	Well, I am running for the position of Secretary General because I believe in the UN.
5570275	5576960	I think the UN continues to be the best institutional creation of humankind.
5578142	5586148	It is a human-made organization, so I'm a strong believer that manifest destiny for the UN not working.
5586268	5587469	We cannot accept that.
5589230	5593233	I also believe in a phrase that a Nobel laureate said,
5593813	5600680	The opposite of love is not hate, it is indifference, is because I don't want to be indifferent.
5601141	5613213	I think I can contribute to make the UN better, more efficient, leaner, more service-oriented, and to really touch and transform the lives of people on the ground.
5614574	5617716	The leader that the UN needs is a Renaissance leader.
5618336	5627460	It's a person that understands development, that has worked on the peace and security field, that is committed to the human rights agenda.
5627900	5630041	My entire career shows that.
5630542	5632162	The ability to bring
5633543	5639728	the peace and security pillar together with the development and together with the human rights pillar.
5640028	5660363	Being a minister of defense, a foreign minister, being a minister of culture and natural heritage, ambassador in New York, ambassador in Geneva, president of the UN General Assembly, I think provides the credentials for me to serve the organization to make it better and to make it more connected to the people it serves.
5660743	5661244	Well said.
5661284	5661904	Thank you, Maria.
5663450	5663870	Thank you.
5664671	5673656	80 years after the formation of the UN and the opportunity to reflect, I believe that the UN has delivered and continues to deliver.
5674157	5682342	The Charter remains as relevant as it was in 1945 as the standard for stability and for hope for future generations.
5682802	5687225	But we have big challenges and the UN must change, the UN must adapt.
5688170	5691234	and we should be able to do this together.
5691854	5703367	And so I believe that this Jeju forum should reignite our march for peace and prosperity and that together we must remake a UN that is
5704188	5708549	that learns from its past, that is fit for today, and that is ready for the future.
5709010	5730537	And I'm running because I believe that my experience as a Minister of Foreign Affairs, a Minister of Indigenous Peoples Affairs, an international civil servant with the UN, and now a permanent representative walking the halls of the UN and in the negotiation room for the last five and a half years, that I can run this race together with you and we could make a better UN.
5732437	5735900	Thank you very much.
5736220	5741944	I can say after my skills, I'm not running for a career.
5742704	5755293	I'm running for impact as former head of state, 12 years in my country, leading also AU and working
5756345	5773202	individually with all leaders of the G20 and getting the position of Africa as a permanent member of G20 shows me it is possible to rebuild trust with UN.
5777532	5801539	is that my engagement as a leader, as a politicist man, is that in Africa in general there are lots of conflicts and I can still serve the peoples from the United Nations with the purpose of making a stronger
5804085	5824398	a more resilient organization, a reformed organization, especially with the trust that we need to rebuild the trust among the member states and, of course, the trust and dialogue that must rebuild among the permanent members of the Security Council.
5824738	5829321	I believe that is the participation and contribution that I can bring to the table.
5830997	5831478	Merci.
5831638	5833680	And concluding remarks, finally, Rafael.
5833820	5835742	Thank you very much.
5836462	5850436	This election or selection, in my opinion, is arguably one of the most consequential ones we have had in the history of the United Nations.
